id,type,age_group,gender,daily_internet_hours,primary_activity,uses_facebook,num_social_media_accounts,exposed_to_bad_language,learned_bad_words,experienced_cyberbullying,cyberbullying_types,reported_incident,reported_to,mental_health_impact,received_school_education,awareness_level,impact_certainty
S1125,Student,13-17,Female,4,Chatting,True,2,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S1126,Student,9-12,Female,3,Videos,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S1127,Student,13-17,Female,4,Chatting,True,1,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S1128,Student,13-17,Female,7,Gaming,True,2,True,True,True,Threats; Sexual Harassment,False,None,Insomnia; Anxiety,True,High,Unsure
S1129,Student,9-12,Female,3,Gaming,True,1,True,True,False,None,N/A,None,None,False,Medium,Not Applicable
S1130,Student,13-17,Male,7,Videos,True,1,True,True,False,None,N/A,None,None,False,Medium,Not Applicable
S1131,Student,13-17,Female,2,Studying,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S1132,Student,9-12,Female,2,Social Media,False,4,True,False,False,None,N/A,None,None,True,High,Not Applicable
S1133,Student,13-17,Male,2,Gaming,True,1,True,False,True,Defamation; Threats,False,None,None,True,High,Unsure
S1134,Student,13-17,Female,3,Videos,True,1,False,False,True,Threats,False,None,Academic Decline; Depression,True,Medium,Unsure
S1135,Student,9-12,Male,2,Social Media,True,4,False,False,True,Defamation; Threats,True,Family,Academic Decline; Loss of Appetite,True,High,Certain
S1136,Student,13-17,Male,3,Gaming,True,2,True,True,True,None,False,None,Academic Decline,True,Medium,Certain
S1137,Student,9-12,Male,0,Studying,True,1,True,False,True,Insults; Exclusion,True,Teacher,Anxiety,True,Medium,Certain
S1138,Student,13-17,Female,3,Chatting,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S1139,Student,13-17,Female,4,Studying,True,2,True,True,True,Exclusion,False,None,Insomnia; Depression,True,Medium,Certain
S1140,Student,13-17,Male,5,Social Media,False,3,True,True,True,Insults,True,Family,Insomnia; Academic Decline,False,Low,Certain
S1141,Student,13-17,Male,1,Chatting,True,1,True,False,False,None,N/A,None,None,False,Medium,Not Applicable
S1142,Student,13-17,Male,6,Videos,True,1,True,False,False,None,N/A,None,None,False,Medium,Not Applicable
S1143,Student,9-12,Male,0,Social Media,True,1,True,False,True,Insults; Defamation; Threats,True,School Counselor,Insomnia; Anxiety,False,Low,Unsure
S1144,Student,13-17,Female,4,Gaming,True,1,False,False,True,Insults,True,Family,Depression,False,Low,Certain
S1145,Student,13-17,Male,7,Gaming,True,1,True,True,True,None,False,None,None,False,Low,Certain
S1146,Student,13-17,Female,2,Videos,True,1,True,True,False,None,N/A,None,None,True,Medium,Not Applicable
S1147,Student,13-17,Female,4,Studying,True,1,False,False,True,Insults; Defamation,False,None,Academic Decline,False,Low,Certain
S1148,Student,9-12,Female,2,Videos,True,4,False,False,True,Insults; Defamation; Exclusion,True,Family,Academic Decline,False,Low,Certain
S1149,Student,9-12,Female,2,Studying,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S1150,Student,9-12,Female,3,Videos,True,1,True,True,True,Insults,True,Family,Academic Decline,True,High,Certain
S1151,Student,13-17,Female,8,Studying,True,2,True,True,True,None,True,School Counselor,Academic Decline,False,Low,Unsure
S1152,Student,9-12,Male,1,Videos,False,1,False,False,True,None,False,None,Academic Decline,False,Medium,Certain
S1153,Student,13-17,Female,7,Social Media,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S1154,Student,9-12,Male,4,Studying,True,2,True,True,False,None,N/A,None,None,True,Medium,Not Applicable
S1155,Student,13-17,Female,2,Studying,True,1,True,False,False,None,N/A,None,None,True,High,Not Applicable
S1156,Student,9-12,Male,2,Videos,True,4,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S1157,Student,13-17,Female,5,Videos,True,1,False,False,True,Insults,True,Teacher,Academic Decline; Depression,False,Low,Certain
S1158,Student,9-12,Female,3,Gaming,True,1,False,False,True,Defamation; Exclusion,False,None,None,True,Medium,Certain
S1159,Student,13-17,Male,4,Studying,True,4,False,False,True,Defamation; Exclusion,False,None,Insomnia; Depression,False,Medium,Certain
S1160,Student,13-17,Female,3,Videos,True,3,True,False,True,None,False,None,Insomnia,True,Medium,Certain
S1161,Student,13-17,Female,2,Social Media,True,1,True,False,False,None,N/A,None,None,False,Medium,Not Applicable
S1162,Student,13-17,Female,3,Videos,True,1,True,True,True,Threats,False,None,Academic Decline,False,Low,Certain
S1163,Student,13-17,Male,7,Social Media,True,1,False,False,True,Defamation,False,None,None,True,High,Unsure
S1164,Student,13-17,Male,4,Gaming,True,1,False,False,True,Insults; Threats,False,None,Anxiety,True,Medium,Unsure
S1165,Student,13-17,Female,7,Gaming,True,2,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S1166,Student,9-12,Male,1,Studying,True,1,False,False,True,None,True,Family,Academic Decline,True,High,Unsure
S1167,Student,9-12,Female,2,Studying,True,3,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S1168,Student,13-17,Female,5,Chatting,True,1,True,False,True,Insults,False,None,Academic Decline; Loss of Appetite,True,Medium,Certain
S1169,Student,9-12,Male,4,Gaming,True,1,True,True,True,Insults,False,None,Academic Decline; Depression,False,Low,Unsure
S1170,Student,13-17,Female,1,Gaming,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S1171,Student,13-17,Female,4,Social Media,True,3,True,False,True,Insults; Threats,False,None,None,False,Low,Certain
S1172,Student,13-17,Male,4,Gaming,True,1,True,True,True,Insults; Defamation; Exclusion,False,None,Anxiety,False,Low,Certain
S1173,Student,13-17,Female,6,Chatting,True,4,True,True,True,Defamation; Exclusion,False,None,Depression,False,Low,Certain
S1174,Student,13-17,Female,7,Chatting,False,1,True,False,True,None,False,None,Insomnia,True,High,Unsure
S1175,Student,9-12,Female,4,Studying,True,1,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S1176,Student,9-12,Male,4,Gaming,True,1,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S1177,Student,13-17,Female,6,Social Media,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S1178,Student,13-17,Female,4,Social Media,True,2,False,False,False,None,N/A,None,None,True,High,Not Applicable
S1179,Student,13-17,Female,7,Gaming,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S1180,Student,13-17,Male,7,Studying,True,4,True,True,True,Insults; Defamation; Sexual Harassment,True,Friend,Insomnia,False,Medium,Certain
S1181,Student,13-17,Male,6,Gaming,True,1,True,True,True,Insults; Defamation,True,School Counselor,Academic Decline,False,Medium,Unsure
S1182,Student,9-12,Female,0,Gaming,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S1183,Student,13-17,Male,8,Gaming,True,1,False,False,True,Exclusion; Threats,False,None,None,False,Medium,Unsure
S1184,Student,9-12,Female,0,Studying,False,1,True,True,False,None,N/A,None,None,False,Medium,Not Applicable
S1185,Student,13-17,Male,8,Social Media,False,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S1186,Student,13-17,Female,5,Studying,True,3,True,True,False,None,N/A,None,None,True,Medium,Not Applicable
S1187,Student,13-17,Female,4,Studying,True,4,True,False,False,None,N/A,None,None,True,High,Not Applicable
S1188,Student,13-17,Male,4,Social Media,True,1,False,False,True,Exclusion; Sexual Harassment,True,Friend,None,False,Low,Unsure
S1189,Student,13-17,Male,4,Studying,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S1190,Student,9-12,Male,0,Chatting,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S1191,Student,13-17,Male,7,Videos,True,3,True,False,False,None,N/A,None,None,True,High,Not Applicable
S1192,Student,13-17,Male,5,Videos,True,1,False,False,True,Defamation; Exclusion,False,None,Insomnia; Academic Decline,False,Low,Unsure
S1193,Student,9-12,Female,4,Videos,True,3,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S1194,Student,13-17,Female,8,Chatting,True,3,False,False,True,None,True,Friend,Academic Decline; Depression,False,Medium,Certain
S1195,Student,9-12,Male,2,Gaming,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S1196,Student,9-12,Male,4,Chatting,True,1,True,False,False,None,N/A,None,None,False,Medium,Not Applicable
S1197,Student,13-17,Female,1,Chatting,True,1,True,False,False,None,N/A,None,None,True,High,Not Applicable
S1198,Student,9-12,Male,1,Studying,True,4,True,False,True,Insults; Exclusion,False,None,None,False,Medium,Certain
S1199,Student,13-17,Male,2,Gaming,True,4,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S1200,Student,13-17,Male,5,Chatting,True,3,False,False,False,None,N/A,None,None,True,High,Not Applicable
S1201,Student,13-17,Female,3,Videos,True,1,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S1202,Student,13-17,Male,2,Chatting,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S1203,Student,13-17,Female,5,Social Media,True,1,True,False,False,None,N/A,None,None,False,Medium,Not Applicable
S1204,Student,13-17,Female,3,Studying,True,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S1205,Student,13-17,Female,8,Videos,True,4,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S1206,Student,13-17,Female,6,Gaming,True,4,True,False,True,Insults,False,None,Academic Decline,False,Low,Unsure
S1207,Student,13-17,Female,2,Gaming,False,1,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S1208,Student,13-17,Male,7,Chatting,True,4,False,False,True,Insults; Exclusion,False,None,None,True,Medium,Certain
S1209,Student,9-12,Female,0,Videos,False,1,True,False,False,None,N/A,None,None,True,High,Not Applicable
S1210,Student,13-17,Female,7,Social Media,True,1,True,False,True,Insults,False,None,Depression,True,High,Certain
S1211,Student,9-12,Male,2,Gaming,True,1,False,False,True,Defamation; Threats,True,Teacher,Insomnia,True,High,Unsure
S1212,Student,9-12,Female,1,Social Media,True,4,True,False,True,Defamation; Exclusion,False,None,Insomnia; Depression,False,Medium,Unsure
S1213,Student,13-17,Female,4,Gaming,False,3,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S1214,Student,13-17,Male,3,Videos,True,4,False,False,False,None,N/A,None,None,True,High,Not Applicable
S1215,Student,13-17,Male,6,Gaming,True,1,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S1216,Student,13-17,Male,4,Videos,True,1,True,False,True,Insults,False,None,None,False,Medium,Certain
S1217,Student,9-12,Female,2,Social Media,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S1218,Student,9-12,Female,2,Social Media,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S1219,Student,13-17,Male,1,Videos,True,1,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S1220,Student,13-17,Female,2,Social Media,True,1,True,False,True,Insults,True,Family,None,False,Medium,Certain
S1221,Student,13-17,Male,4,Gaming,True,1,True,False,True,Insults; Defamation,False,None,Insomnia; Anxiety,False,Low,Unsure
S1222,Student,13-17,Male,5,Gaming,True,2,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S1223,Student,13-17,Female,5,Studying,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S1224,Student,13-17,Female,3,Gaming,True,1,False,False,True,Insults; Defamation,True,Friend,None,False,Low,Unsure
S1225,Student,9-12,Female,4,Social Media,True,4,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S1226,Student,9-12,Male,0,Chatting,True,4,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S1227,Student,13-17,Female,4,Chatting,True,2,True,False,True,None,False,None,Academic Decline; Depression,True,Medium,Certain
S1228,Student,13-17,Female,7,Videos,True,1,False,False,True,Insults; Defamation,False,None,Insomnia; Academic Decline,False,Low,Unsure
S1229,Student,13-17,Male,7,Gaming,True,2,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S1230,Student,13-17,Female,4,Studying,True,1,True,True,True,None,True,School Counselor,None,False,Low,Certain
S1231,Student,9-12,Male,0,Gaming,True,1,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S1232,Student,13-17,Male,5,Chatting,True,4,True,True,True,Insults,False,None,Academic Decline,False,Medium,Certain
S1233,Student,13-17,Female,6,Gaming,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S1234,Student,9-12,Male,4,Gaming,True,1,False,False,True,Threats,True,Friend,Academic Decline,True,Medium,Certain
S1235,Student,13-17,Male,4,Studying,True,2,False,False,True,Insults,True,Friend,None,False,Medium,Certain
S1236,Student,13-17,Female,2,Studying,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S1237,Student,9-12,Male,4,Videos,True,3,False,False,True,Defamation; Exclusion,False,None,None,False,Medium,Certain
S1238,Student,13-17,Female,5,Studying,True,4,True,False,True,Insults; Defamation; Exclusion,True,Friend,None,False,Low,Unsure
S1239,Student,13-17,Female,7,Social Media,True,1,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S1240,Student,13-17,Male,7,Videos,True,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S1241,Student,13-17,Female,2,Studying,True,3,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S1242,Student,13-17,Female,1,Gaming,True,4,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S1243,Student,13-17,Male,7,Studying,True,3,False,False,True,Insults; Defamation,False,None,Insomnia; Anxiety,False,Medium,Unsure
S1244,Student,13-17,Male,5,Social Media,True,1,False,False,True,Defamation; Exclusion; Threats; Sexual Harassment,False,None,None,True,Medium,Certain
S1245,Student,9-12,Male,1,Videos,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S1246,Student,9-12,Female,4,Gaming,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S1247,Student,13-17,Male,8,Gaming,False,1,True,False,True,None,True,Friend,None,False,Low,Unsure
S1248,Student,9-12,Male,3,Studying,True,3,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S1249,Student,13-17,Male,3,Chatting,True,2,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S1250,Student,9-12,Male,4,Studying,True,4,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S1251,Student,13-17,Female,2,Videos,True,1,True,True,False,None,N/A,None,None,False,Medium,Not Applicable
S1252,Student,9-12,Male,2,Chatting,True,1,True,False,False,None,N/A,None,None,True,High,Not Applicable
S1253,Student,13-17,Female,4,Gaming,True,2,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S1254,Student,13-17,Male,2,Social Media,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S1255,Student,9-12,Male,0,Chatting,True,3,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S1256,Student,13-17,Male,1,Videos,True,1,True,False,True,Insults,False,None,Insomnia; Academic Decline,False,Low,Certain
S1257,Student,13-17,Female,7,Social Media,True,1,True,True,True,None,False,None,Academic Decline; Loss of Appetite,False,Low,Unsure
S1258,Student,13-17,Female,7,Social Media,True,1,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S1259,Student,13-17,Male,4,Studying,True,3,False,False,True,None,False,None,Academic Decline; Depression,False,Low,Unsure
S1260,Student,13-17,Female,1,Gaming,True,1,False,False,True,Sexual Harassment,True,Family,Insomnia,True,High,Certain
S1261,Student,9-12,Female,1,Social Media,True,2,False,False,True,Insults; Defamation; Exclusion,True,Friend,Academic Decline,False,Low,Certain
S1262,Student,9-12,Female,1,Videos,True,1,True,False,True,None,True,School Counselor,None,True,Medium,Unsure
S1263,Student,13-17,Female,2,Social Media,True,1,True,False,True,Insults,False,None,Academic Decline; Anxiety,False,Low,Certain
S1264,Student,9-12,Female,2,Chatting,True,2,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S1265,Student,13-17,Female,1,Chatting,True,1,True,True,True,Defamation,False,None,Anxiety,False,Low,Unsure
S1266,Student,13-17,Male,1,Gaming,False,1,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S1267,Student,13-17,Female,8,Chatting,True,1,False,False,True,Insults; Defamation; Exclusion; Threats,False,None,None,False,Medium,Unsure
S1268,Student,9-12,Male,1,Chatting,True,3,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S1269,Student,9-12,Female,0,Chatting,False,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S1270,Student,13-17,Male,5,Social Media,True,1,True,False,True,Insults; Defamation; Threats; Sexual Harassment,True,School Counselor,Loss of Appetite,False,Medium,Unsure
S1271,Student,9-12,Male,1,Social Media,True,1,False,False,True,Defamation,True,Family,Insomnia; Loss of Appetite,True,Medium,Unsure
S1272,Student,9-12,Male,1,Social Media,True,1,True,False,False,None,N/A,None,None,True,High,Not Applicable
S1273,Student,13-17,Female,8,Studying,False,1,False,False,True,Defamation,False,None,Insomnia,False,Low,Unsure
S1274,Student,9-12,Male,3,Studying,True,1,True,False,True,Insults; Defamation,True,Family,None,True,Medium,Certain
S1275,Student,9-12,Male,1,Chatting,True,2,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S1276,Student,9-12,Male,1,Social Media,True,1,False,False,True,Insults; Threats,False,None,Insomnia; Loss of Appetite,True,Medium,Certain
S1277,Student,13-17,Female,1,Studying,True,1,True,False,True,Insults; Defamation,False,None,Academic Decline,False,Low,Certain
S1278,Student,9-12,Male,0,Chatting,True,4,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S1279,Student,13-17,Female,6,Chatting,True,1,True,False,True,Insults; Defamation; Threats; Sexual Harassment,True,Teacher,Loss of Appetite,True,High,Unsure
S1280,Student,13-17,Male,5,Social Media,True,1,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S1281,Student,13-17,Male,5,Videos,True,1,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S1282,Student,13-17,Male,8,Studying,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S1283,Student,9-12,Female,4,Gaming,True,2,False,False,False,None,N/A,None,None,True,High,Not Applicable
S1284,Student,9-12,Female,2,Studying,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S1285,Student,9-12,Male,2,Social Media,True,1,True,False,False,None,N/A,None,None,True,High,Not Applicable
S1286,Student,13-17,Female,7,Studying,True,1,True,True,True,None,False,None,Academic Decline,True,High,Unsure
S1287,Student,13-17,Female,6,Chatting,True,1,False,False,True,Insults,True,Teacher,Academic Decline,True,High,Certain
S1288,Student,9-12,Male,3,Gaming,True,3,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S1289,Student,13-17,Female,3,Chatting,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S1290,Student,13-17,Male,8,Studying,True,2,False,False,True,Defamation; Exclusion,False,None,None,True,Medium,Unsure
S1291,Student,13-17,Male,8,Videos,True,1,False,False,True,Insults,True,Family,Anxiety; Loss of Appetite,False,Medium,Certain
S1292,Student,13-17,Male,7,Social Media,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S1293,Student,9-12,Female,3,Studying,True,1,True,True,False,None,N/A,None,None,True,Medium,Not Applicable
S1294,Student,13-17,Female,4,Chatting,True,1,False,False,True,None,False,None,Insomnia,True,High,Unsure
S1295,Student,13-17,Female,2,Videos,False,1,False,False,True,Defamation,True,Teacher,Academic Decline,False,Low,Certain
S1296,Student,13-17,Male,4,Chatting,True,2,True,False,False,None,N/A,None,None,True,High,Not Applicable
S1297,Student,9-12,Female,4,Videos,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S1298,Student,13-17,Female,4,Social Media,True,4,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S1299,Student,13-17,Female,1,Videos,True,3,False,False,False,None,N/A,None,None,True,High,Not Applicable
S1300,Student,9-12,Female,1,Videos,True,1,False,False,True,Defamation,True,Family,None,False,Low,Unsure
S1301,Student,13-17,Female,4,Videos,True,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S1302,Student,13-17,Female,2,Gaming,True,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S1303,Student,9-12,Female,4,Videos,True,3,True,True,True,Defamation,True,Teacher,None,True,High,Unsure
S1304,Student,13-17,Female,2,Gaming,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S1305,Student,13-17,Female,1,Videos,True,1,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S1306,Student,13-17,Female,1,Chatting,True,1,True,False,False,None,N/A,None,None,True,High,Not Applicable
S1307,Student,13-17,Male,4,Social Media,False,4,True,True,False,None,N/A,None,None,True,Medium,Not Applicable
S1308,Student,9-12,Male,3,Chatting,True,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S1309,Student,13-17,Female,1,Social Media,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S1310,Student,13-17,Female,2,Social Media,True,1,True,False,False,None,N/A,None,None,False,Medium,Not Applicable
S1311,Student,13-17,Male,6,Studying,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S1312,Student,13-17,Female,8,Chatting,True,1,False,False,True,Insults; Defamation; Exclusion,True,Friend,Depression,False,Low,Certain
S1313,Student,13-17,Male,1,Social Media,False,3,False,False,True,Exclusion,False,None,Academic Decline; Loss of Appetite,False,Low,Unsure
S1314,Student,13-17,Female,5,Gaming,False,1,True,True,True,Defamation,True,Family,None,True,High,Unsure
S1315,Student,13-17,Male,7,Chatting,True,1,True,False,True,Defamation,True,Teacher,None,True,High,Unsure
S1316,Student,13-17,Female,4,Videos,True,1,True,False,True,Insults; Defamation,True,Family,None,False,Low,Certain
S1317,Student,13-17,Male,2,Gaming,False,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S1318,Student,13-17,Female,2,Videos,True,1,True,False,True,Insults; Defamation; Threats,False,None,Insomnia; Depression,True,High,Certain
S1319,Student,13-17,Female,4,Studying,False,1,True,False,True,Threats,False,None,Academic Decline; Depression,False,Low,Certain
S1320,Student,13-17,Male,2,Chatting,True,2,True,True,True,None,False,None,None,True,High,Unsure
S1321,Student,9-12,Female,1,Videos,True,1,True,False,False,None,N/A,None,None,False,Medium,Not Applicable
S1322,Student,13-17,Female,6,Chatting,True,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S1323,Student,13-17,Male,4,Studying,True,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S1324,Student,13-17,Male,7,Social Media,True,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S1325,Student,13-17,Female,4,Studying,True,3,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S1326,Student,9-12,Female,2,Videos,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S1327,Student,13-17,Male,3,Gaming,True,2,False,False,True,Insults; Exclusion,True,Teacher,Academic Decline; Depression; Anxiety; Loss of Appetite,True,Medium,Unsure
S1328,Student,13-17,Male,7,Chatting,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S1329,Student,9-12,Male,4,Studying,False,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S1330,Student,13-17,Male,2,Gaming,False,2,False,False,True,Exclusion,False,None,Academic Decline,False,Medium,Certain
S1331,Student,13-17,Male,4,Chatting,True,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S1332,Student,13-17,Female,5,Studying,True,4,False,False,True,Threats; Sexual Harassment,False,None,Insomnia; Academic Decline; Depression; Anxiety,True,Medium,Unsure
S1333,Student,9-12,Female,4,Chatting,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S1334,Student,13-17,Male,3,Social Media,True,1,True,False,True,Insults; Threats,False,None,None,False,Low,Unsure
S1335,Student,13-17,Male,2,Studying,True,1,False,False,True,None,False,None,Academic Decline,False,Low,Certain
S1336,Student,13-17,Female,1,Studying,True,1,False,False,True,None,True,School Counselor,Insomnia,True,Medium,Certain
S1337,Student,9-12,Male,3,Social Media,True,1,True,False,True,None,False,None,Academic Decline; Anxiety,False,Low,Unsure
S1338,Student,13-17,Female,8,Gaming,True,1,True,False,False,None,N/A,None,None,False,Medium,Not Applicable
S1339,Student,13-17,Female,5,Chatting,True,1,False,False,True,Insults; Defamation,False,None,None,False,Medium,Unsure
S1340,Student,13-17,Male,7,Chatting,True,1,True,False,False,None,N/A,None,None,False,Medium,Not Applicable
S1341,Student,9-12,Male,4,Videos,True,2,True,True,True,Defamation; Exclusion; Threats,False,None,Depression,False,Medium,Certain
S1342,Student,9-12,Male,1,Videos,True,1,True,True,True,Insults; Defamation,True,Family,Academic Decline,True,High,Certain
S1343,Student,13-17,Female,8,Gaming,True,1,True,False,True,None,False,None,Insomnia; Depression,True,High,Unsure
S1344,Student,9-12,Male,4,Social Media,True,2,False,False,True,Insults; Exclusion,True,Family,None,False,Low,Certain
S1345,Student,9-12,Male,2,Videos,True,2,True,False,True,Defamation; Exclusion,False,None,Insomnia,True,High,Certain
S1346,Student,9-12,Male,1,Studying,True,1,True,False,False,None,N/A,None,None,False,Medium,Not Applicable
S1347,Student,13-17,Female,1,Videos,True,3,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S1348,Student,9-12,Female,1,Chatting,True,1,False,False,True,None,False,None,Insomnia; Academic Decline,False,Low,Unsure
S1349,Student,13-17,Male,4,Studying,True,1,True,True,True,None,False,None,Insomnia,True,Medium,Unsure
S1350,Student,13-17,Female,1,Videos,True,2,True,False,True,Defamation,False,None,Insomnia,False,Medium,Certain
S1351,Student,13-17,Female,4,Videos,False,1,False,False,True,None,False,None,Insomnia; Academic Decline; Depression,True,High,Unsure
S1352,Student,13-17,Female,3,Studying,True,1,True,False,False,None,N/A,None,None,True,High,Not Applicable
S1353,Student,13-17,Female,3,Chatting,True,1,True,False,True,Threats,False,None,None,True,Medium,Unsure
S1354,Student,9-12,Male,0,Chatting,True,1,True,True,False,None,N/A,None,None,False,Medium,Not Applicable
S1355,Student,13-17,Male,4,Gaming,True,3,True,False,False,None,N/A,None,None,False,Medium,Not Applicable
S1356,Student,13-17,Female,4,Studying,True,1,False,False,True,Insults; Defamation; Exclusion,False,None,None,False,Low,Unsure
S1357,Student,13-17,Female,4,Chatting,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S1358,Student,13-17,Female,1,Videos,True,4,True,True,True,None,False,None,None,False,Medium,Certain
S1359,Student,13-17,Female,1,Videos,True,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S1360,Student,13-17,Male,1,Videos,True,4,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S1361,Student,9-12,Female,1,Videos,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S1362,Student,13-17,Female,6,Videos,True,2,False,False,False,None,N/A,None,None,True,High,Not Applicable
S1363,Student,13-17,Female,4,Gaming,True,1,True,False,True,Insults; Defamation,True,Family,Insomnia,True,Medium,Unsure
S1364,Student,13-17,Male,7,Chatting,False,1,False,False,True,None,True,School Counselor,None,False,Low,Certain
S1365,Student,9-12,Male,2,Videos,False,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S1366,Student,13-17,Female,3,Social Media,True,1,True,True,True,None,True,Family,Academic Decline,True,High,Unsure
S1367,Student,13-17,Female,4,Studying,True,1,True,True,True,Insults; Exclusion,True,Friend,Academic Decline,True,High,Unsure
S1368,Student,13-17,Female,7,Social Media,True,1,True,True,True,Insults,False,None,None,False,Medium,Unsure
S1369,Student,9-12,Female,1,Videos,True,1,True,False,True,Defamation; Exclusion,False,None,Depression,True,High,Unsure
S1370,Student,9-12,Male,1,Social Media,True,1,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S1371,Student,13-17,Female,2,Gaming,True,3,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S1372,Student,13-17,Female,5,Gaming,True,1,True,False,False,None,N/A,None,None,True,High,Not Applicable
